This is PycnoCalc - Pycnonulear Reaction Calculation System
 
*****************************************************************
  A Collaboration of: Dr. Fridolin Weber (fweber@mail.sdsu.edu)
                      Joe Hellmers (hellmersjl@icloud.com)
                      Barbara Golf (bsouci@gmail.com)
                      Whitney Ryan (whitney.currier@gmail.com)
*****************************************************************
 
 Radius(fm),Vnn(SP_min),Vnn(SP_max),Vnn(M3Y),Vnn(RMF)
   2.8000000000000003      , -0.29021861615704186      , -0.29000821702209040      , -0.26822766864821029      , -0.22908585734463119     
   2.8399999999999999      , -0.26023435792659894      , -0.26004569641164371      , -0.23979144827539980      , -0.20256885567509120     
   2.8799999999999999      , -0.23328041016225357      , -0.23311128938995723      , -0.21438511103982927      , -0.17913348983555799     
   2.9199999999999999      , -0.20905912057465276      , -0.20890755945598624      , -0.19168468596004537      , -0.15842040368773194     
   2.9600000000000000      , -0.18730096928817344      , -0.18716518212732339      , -0.17140086469411309      , -0.14011224754392176     
   3.0000000000000000      , -0.16776205360969457      , -0.16764043153243247      , -0.15327530990154090      , -0.12392876445491535     
   3.0400000000000000      , -0.15022177858600674      , -0.15011287264232925      , -0.13707735122797629      , -0.10962245004662563     
   3.0800000000000001      , -0.13448073914297617      , -0.13438324494512641      , -0.12260102952849017      ,  -9.6974719420166708E-002
   3.1200000000000001      , -0.12035878019231858      , -0.12027152395916718      , -0.10966245366068796      ,  -8.5792522220536835E-002
   3.1600000000000001      , -0.10769322172645496      , -0.10761514761463052      ,  -9.8097437605629986E-002 ,  -7.5905353729225411E-002
   3.2000000000000002      ,  -9.6337236582640151E-002 ,  -9.6267395193727900E-002 ,  -8.7759388820828982E-002 ,  -6.7162615833143896E-002
   3.2400000000000002      ,  -8.6158369231434773E-002 ,  -8.6095907193006110E-002 ,  -7.8517421607376736E-002 ,  -5.9431287045805990E-002
   3.2800000000000002      ,  -7.7037184621060253E-002 ,  -7.6981335147246380E-002 ,  -7.0254671896883558E-002 ,  -5.2593865478792252E-002
   3.3200000000000003      ,  -6.8866036779712494E-002 ,  -6.8816111124501797E-002 ,  -6.2866792249138742E-002 ,  -4.6546552847357058E-002
   3.3599999999999999      ,  -6.1547947535776949E-002 ,  -6.1503327259203953E-002 ,  -5.6260608014642298E-002 ,  -4.1197651302300381E-002
   3.3999999999999999      ,  -5.4995586355814356E-002 ,  -5.4955716329733222E-002 ,  -5.0352917573924245E-002 ,  -3.6466148163683536E-002
   3.4399999999999999      ,  -4.9130342918165718E-002 ,  -4.9094725004378087E-002 ,  -4.5069421334137640E-002 ,  -3.2280466537914373E-002
   3.4800000000000000      ,  -4.3881484633113525E-002 ,  -4.3849671972266864E-002 ,  -4.0343765758480032E-002 ,  -2.8577362370504976E-002
   3.5200000000000000      ,  -3.9185391886680430E-002 ,  -3.9156983741590150E-002 ,  -3.6116690140553444E-002 ,  -2.5300950760222127E-002
   3.5600000000000001      ,  -3.4984864323002240E-002 ,  -3.4959501424896594E-002 ,  -3.2335265127952713E-002 ,  -2.2401846370148720E-002
   3.6000000000000001      ,  -3.1228491989069847E-002 ,  -3.1205852339734663E-002 ,  -2.8952213160400857E-002 ,  -1.9836404547396311E-002
   3.6400000000000001      ,  -2.7870085645255858E-002 ,  -2.7849880732185740E-002 ,  -2.5925302029929168E-002 ,  -1.7566051332605959E-002
   3.6800000000000002      ,  -2.4868160995588810E-002 ,  -2.4850132381054747E-002 ,  -2.3216803705278375E-002 ,  -1.5556691926704185E-002
   3.7200000000000002      ,  -2.2185472013694554E-002 ,  -2.2169388262135201E-002 ,  -2.0793011400330980E-002 ,  -1.3778188406762074E-002
   3.7600000000000002      ,  -1.9788588934415815E-002 ,  -1.9774242845771190E-002 ,  -1.8623808616534662E-002 ,  -1.2203898563960817E-002
   3.8000000000000003      ,  -1.7647516848259083E-002 ,  -1.7634722967811024E-002 ,  -1.6682284560680268E-002 ,  -1.0810268691209135E-002
   3.8399999999999999      ,  -1.5735351177059265E-002 ,  -1.5723943555040910E-002 ,  -1.4944390939996362E-002 ,  -9.5764739906036445E-003
   3.8799999999999999      ,  -1.4027966625750208E-002 ,  -1.4017796802455388E-002 ,  -1.3388635673534540E-002 ,  -8.4841010147021795E-003
   3.9199999999999999      ,  -1.2503736498096602E-002 ,  -1.2494671692476289E-002 ,  -1.1995809538773992E-002 ,  -7.5168672120347196E-003
   3.9600000000000000      ,  -1.1143279534939418E-002 ,  -1.1135201016732287E-002 ,  -1.0748742201176748E-002 ,  -6.6603732266067167E-003
   4.0000000000000000      ,  -9.9292316831985413E-003 ,  -9.9220333105216260E-003 ,  -9.6320844574030590E-003 ,  -5.9018841123889042E-003
 -------  End Run: PycnoCalc --------
